Iceberg,Year,Month,Length (NM),Width (NM),Latitude,Longitude
A23A,2019.0,8.0,44.0,40.0,-75.79,-41.06
A23A,2019.0,9.0,44.0,40.0,-75.79,-41.06
A23A,2019.0,10.0,44.0,40.0,-75.79,-41.06
A23A,2019.0,11.0,44.0,40.0,-75.79,-41.06
A23A,2019.0,12.0,44.0,40.0,-75.79,-41.06
A23A,2020.0,11.0,44.0,40.0,-75.76666666666667,-41.54
A23A,2020.0,12.0,41.6,36.4,-75.838,-41.336
A23A,2021.0,1.0,40.0,34.0,-75.75,-40.28
A23A,2021.0,2.0,40.0,34.0,-75.7,-39.885
A23A,2021.0,3.0,40.0,34.0,-75.7,-39.845
A23A,2021.0,4.0,40.0,34.0,-75.70599999999999,-39.71
A23A,2021.0,5.0,40.0,34.0,-75.6875,-40.1325
A23A,2021.0,6.0,40.0,34.0,-75.575,-39.84
A23A,2021.0,7.0,40.0,34.0,-75.47200000000001,-39.69
A23A,2021.0,8.0,40.0,34.0,-75.43333333333334,-40.17
A23A,2021.0,9.0,40.0,34.0,-75.465,-40.5225
A23A,2021.0,10.0,40.0,34.0,-75.64200000000001,-41.068
A23A,2021.0,11.0,40.0,34.0,-75.74,-41.1925
A23A,2021.0,12.0,40.0,34.0,-75.80799999999999,-40.874
A23A,2022.0,1.0,40.0,34.0,-75.89750000000001,-39.8775
A23A,2022.0,2.0,40.0,34.0,-75.915,-38.94
A23A,2022.0,3.0,40.0,34.0,-75.4375,-37.5375
A23A,2022.0,4.0,40.0,34.0,-75.02000000000001,-37.674
A23A,2022.0,5.0,40.0,34.0,-74.79333333333334,-37.766666666666666
A23A,2022.0,6.0,40.0,34.0,-74.82000000000001,-38.876
A23A,2022.0,7.0,40.0,34.0,-74.53,-38.763999999999996
A23A,2022.0,8.0,40.0,34.0,-74.245,-39.955
A63,2019.0,8.0,11.0,3.0,-76.29,-46.76
A63,2019.0,9.0,11.0,3.0,-76.29,-46.74
A63,2019.0,10.0,11.0,3.0,-76.29,-46.74
A63,2019.0,11.0,11.0,3.0,-76.29,-46.742000000000004
A63,2019.0,12.0,11.0,3.0,-76.29,-46.74
A63,2020.0,11.0,11.0,3.0,-72.29333333333334,-48.0
A63,2020.0,12.0,11.0,3.0,-71.872,-52.056
A63,2021.0,1.0,11.0,3.0,-71.6225,-54.625
A63,2021.0,2.0,11.0,3.0,-71.5125,-54.9
A63,2021.0,3.0,11.0,3.0,-70.095,-56.4525
A63,2021.0,4.0,11.0,3.0,-69.22999999999999,-56.95399999999999
A63,2021.0,5.0,11.0,3.0,-67.97749999999999,-56.335
A63,2021.0,6.0,11.0,3.0,-66.6875,-56.95
A63,2021.0,7.0,11.0,3.0,-65.806,-56.620000000000005
A63,2021.0,8.0,11.0,3.0,-64.22666666666667,-55.32333333333333
A63,2021.0,9.0,10.0,3.0,-64.225,-54.5475
A63,2021.0,10.0,7.0,3.0,-63.83,-52.74400000000001
A63,2021.0,11.0,7.0,3.0,-62.9725,-50.8575
A63,2021.0,12.0,6.0,3.0,-62.33,-50.63
A64,2019.0,8.0,16.0,11.0,-69.73,-60.98
A64,2019.0,9.0,16.0,11.0,-69.73,-60.98
A64,2019.0,10.0,16.0,11.0,-69.73,-60.98
A64,2019.0,11.0,16.0,11.0,-69.73,-60.98
A64,2019.0,12.0,16.0,11.0,-69.73,-60.98
A64,2020.0,11.0,16.0,11.0,-69.73,-60.99
A64,2020.0,12.0,14.8,9.8,-69.664,-60.928
A64,2021.0,1.0,13.0,9.0,-69.48,-60.765
A64,2021.0,2.0,13.0,9.0,-69.2,-60.6225
A64,2021.0,3.0,12.0,8.0,-68.4675,-60.707499999999996
A64,2021.0,4.0,11.6,8.0,-68.188,-60.934000000000005
A64,2021.0,5.0,11.0,8.0,-68.0,-60.9775
A64,2021.0,6.0,11.0,8.0,-67.6725,-61.205
A64,2021.0,7.0,11.0,8.0,-67.534,-61.16799999999999
A64,2021.0,8.0,11.0,8.0,-67.46666666666665,-61.01666666666667
A64,2021.0,9.0,11.0,8.0,-67.455,-60.947500000000005
A64,2021.0,10.0,11.0,8.0,-67.38199999999999,-60.838
A64,2021.0,11.0,11.0,8.0,-67.2375,-60.417500000000004
A64,2021.0,12.0,11.0,8.0,-67.09400000000001,-60.038
A64,2022.0,1.0,10.0,8.0,-67.17,-59.3525
A64,2022.0,2.0,9.0,8.0,-67.2875,-59.9275
A64,2022.0,3.0,9.0,8.0,-67.03999999999999,-59.99
A64,2022.0,4.0,9.0,8.0,-66.27799999999999,-60.089999999999996
A64,2022.0,5.0,9.0,8.0,-65.78333333333335,-60.25
A64,2022.0,6.0,9.0,8.0,-65.704,-59.767999999999994
A64,2022.0,7.0,9.0,8.0,-65.502,-59.23199999999999
A64,2022.0,8.0,9.0,8.0,-65.33,-58.405
A68A,2019.0,8.0,82.0,26.0,-65.17666666666666,-57.94
A68A,2019.0,9.0,82.0,26.0,-65.02000000000001,-57.635
A68A,2019.0,10.0,82.0,26.0,-64.91250000000001,-57.379999999999995
A68A,2019.0,11.0,82.0,26.0,-64.80199999999999,-56.589999999999996
A68A,2019.0,12.0,82.0,26.0,-64.39750000000001,-55.4025
A68A,2020.0,11.0,82.0,26.0,-56.24333333333333,-41.44
A68A,2020.0,12.0,63.4,24.8,-56.1,-37.763999999999996
A68A,2021.0,1.0,38.25,21.0,-56.6075,-35.54
A68A,2021.0,2.0,31.0,10.0,-56.8625,-33.777499999999996
A68A,2021.0,3.0,23.5,7.0,-55.81,-33.065
A68A,2021.0,4.0,11.666666666666666,4.666666666666667,-53.27333333333333,-33.92666666666667
A68B,2019.0,8.0,7.0,3.0,-64.63,-58.74
A68B,2019.0,9.0,7.0,3.0,-64.6225,-58.735
A68B,2019.0,10.0,7.0,3.0,-64.6425,-58.785
A68B,2019.0,11.0,7.0,3.0,-64.646,-58.638
A68B,2019.0,12.0,7.0,3.0,-64.6375,-58.480000000000004
A68C,2020.0,11.0,9.0,5.0,-52.03333333333333,-29.223333333333333
A68C,2020.0,12.0,9.0,5.0,-52.275,-28.36
A68D,2020.0,12.0,11.0,5.0,-55.366666666666674,-36.88
A68D,2021.0,1.0,10.0,4.25,-55.3475,-35.965
A68E,2020.0,12.0,33.0,8.0,-56.785,-35.644999999999996
A68E,2021.0,1.0,33.0,8.0,-53.825,-35.0025
A68E,2021.0,2.0,14.0,4.333333333333333,-52.9,-38.0
A68F,2020.0,12.0,14.0,7.0,-56.71,-35.795
A68G,2021.0,1.0,29.0,10.0,-56.58,-35.71
A68G,2021.0,2.0,26.5,3.25,-56.545,-35.605000000000004
A68G,2021.0,3.0,8.0,2.5,-55.485,-36.22
A68H,2021.0,1.0,11.0,5.0,-56.21,-35.54
A68H,2021.0,2.0,11.0,4.25,-54.835,-35.365
A68H,2021.0,3.0,6.5,2.0,-53.19499999999999,-36.495000000000005
A68I,2021.0,1.0,19.0,3.0,-56.28,-35.5
A68I,2021.0,2.0,12.25,2.25,-53.795,-35.300000000000004
A68J,2021.0,2.0,20.0,3.5,-56.405,-34.599999999999994
A68J,2021.0,3.0,10.0,2.0,-54.32,-35.035
A68K,2021.0,2.0,10.0,2.0,-56.31,-35.196666666666665
A68L,2021.0,2.0,10.0,2.0,-57.04,-33.945
A68M,2021.0,2.0,21.5,4.5,-56.69,-35.3875
A68M,2021.0,3.0,7.5,2.5,-56.785,-35.68
A68N,2021.0,2.0,11.0,2.0,-56.0,-35.44333333333333
A68O,2021.0,2.0,7.0,2.0,-56.005,-35.459999999999994
A68P,2021.0,2.0,12.0,2.0,-56.01333333333333,-34.67
A69A,2020.0,11.0,10.0,9.0,-68.64,-59.580000000000005
A69A,2020.0,12.0,10.0,9.0,-68.316,-60.44
A69A,2021.0,1.0,10.0,9.0,-68.05,-61.0175
A69A,2021.0,2.0,10.0,9.0,-67.8925,-61.0225
A69A,2021.0,3.0,10.0,9.0,-67.7575,-61.2
A69A,2021.0,4.0,10.0,9.0,-67.692,-61.220000000000006
A69A,2021.0,5.0,10.0,9.0,-67.705,-60.98
A69A,2021.0,6.0,10.0,9.0,-67.4925,-60.9925
A69A,2021.0,7.0,10.0,9.0,-67.404,-60.76800000000001
A69A,2021.0,8.0,10.0,9.0,-67.26,-60.54666666666666
A69A,2021.0,9.0,10.0,9.0,-67.23,-60.47
A69A,2021.0,10.0,10.0,9.0,-67.134,-60.346000000000004
A69A,2021.0,11.0,10.0,9.0,-67.0125,-59.7275
A69A,2021.0,12.0,10.0,9.0,-67.034,-59.522000000000006
A69A,2022.0,1.0,10.0,9.0,-67.02,-58.802499999999995
A69A,2022.0,2.0,10.0,9.0,-66.72749999999999,-59.5525
A69A,2022.0,3.0,10.0,9.0,-66.35499999999999,-59.0475
A69A,2022.0,4.0,10.0,9.0,-65.696,-59.182
A69A,2022.0,5.0,10.0,9.0,-65.36,-58.99
A69A,2022.0,6.0,10.0,9.0,-65.21,-58.152
A69A,2022.0,7.0,10.0,9.0,-64.704,-57.04600000000001
A69A,2022.0,8.0,10.0,9.0,-64.14,-56.105000000000004
A69B,2020.0,11.0,10.0,7.0,-68.55333333333333,-60.586666666666666
A69B,2020.0,12.0,10.0,7.0,-67.864,-61.278
A69B,2021.0,1.0,10.0,7.0,-67.5425,-61.1375
A69B,2021.0,2.0,10.0,7.0,-67.455,-61.1025
A69B,2021.0,3.0,10.0,7.0,-67.325,-61.0375
A69B,2021.0,4.0,10.0,7.0,-67.33,-60.91799999999999
A69B,2021.0,5.0,10.0,7.0,-67.2825,-60.5975
A69B,2021.0,6.0,10.0,7.0,-67.17500000000001,-60.4625
A69B,2021.0,7.0,10.0,7.0,-67.11,-60.354
A69B,2021.0,8.0,10.0,7.0,-67.0,-60.09
A69B,2021.0,9.0,10.0,7.0,-66.9875,-60.0275
A69B,2021.0,10.0,10.0,6.6,-66.91,-59.815999999999995
A69B,2021.0,11.0,10.0,5.0,-66.7775,-59.1425
A69B,2021.0,12.0,10.0,5.0,-66.604,-58.95399999999999
A69B,2022.0,1.0,10.0,5.0,-66.45,-59.735
A69B,2022.0,2.0,10.0,5.0,-66.2825,-58.7375
A69B,2022.0,3.0,10.0,5.0,-66.025,-58.49
A69B,2022.0,4.0,10.0,5.0,-65.178,-57.576
A69B,2022.0,5.0,10.0,5.0,-64.13,-55.870000000000005
A69B,2022.0,6.0,10.0,5.0,-63.684000000000005,-54.836
A69B,2022.0,7.0,10.0,5.0,-62.664,-56.053999999999995
A69B,2022.0,8.0,10.0,5.0,-62.125,-57.585
A69C,2021.0,10.0,10.0,3.0,-66.76,-59.73
A69C,2021.0,11.0,10.0,3.0,-66.705,-59.34
A69C,2021.0,12.0,10.0,3.0,-66.74600000000001,-59.136
A69C,2022.0,1.0,10.0,3.0,-66.5925,-58.525
A69C,2022.0,2.0,10.0,3.0,-66.6625,-58.1875
A69C,2022.0,3.0,10.0,3.0,-66.63,-58.785
A69C,2022.0,4.0,10.0,3.0,-65.73400000000001,-58.884
A69C,2022.0,5.0,10.0,3.0,-65.32666666666667,-58.653333333333336
A69C,2022.0,6.0,10.0,3.0,-65.07000000000001,-57.524
A69C,2022.0,7.0,10.0,3.0,-63.972,-55.092
A69C,2022.0,8.0,10.0,3.0,-62.345,-54.215
A70,2021.0,1.0,8.0,5.0,-72.4175,-59.6225
A70,2021.0,2.0,8.0,5.0,-72.2625,-59.5125
A70,2021.0,3.0,8.0,5.0,-70.95,-59.755
A70,2021.0,4.0,8.0,5.0,-70.144,-60.116
A70,2021.0,5.0,8.0,5.0,-69.245,-60.1775
A70,2021.0,6.0,8.0,5.0,-68.43,-60.695
A70,2021.0,7.0,8.0,5.0,-68.098,-60.746
A70,2021.0,8.0,8.0,5.0,-67.81333333333333,-60.71333333333333
A70,2021.0,9.0,8.0,5.0,-67.7625,-60.6075
A70,2021.0,10.0,8.0,5.0,-67.56,-60.484
A70,2021.0,11.0,8.0,5.0,-67.37,-60.2375
A70,2021.0,12.0,8.0,5.0,-67.174,-60.42999999999999
A70,2022.0,1.0,8.0,5.0,-67.005,-59.917500000000004
A70,2022.0,2.0,8.0,5.0,-66.61,-59.79
A70,2022.0,3.0,8.0,5.0,-66.22,-59.35
A70,2022.0,4.0,8.0,5.0,-65.848,-61.062
A70,2022.0,5.0,8.0,5.0,-65.75,-61.29333333333333
A70,2022.0,6.0,8.0,5.0,-65.736,-61.227999999999994
A70,2022.0,7.0,8.0,5.0,-65.646,-61.17999999999999
A70,2022.0,8.0,8.0,5.0,-65.57,-60.95
A71,2021.0,1.0,8.0,3.0,-72.57000000000001,-59.552499999999995
A71,2021.0,2.0,8.0,3.0,-72.3775,-59.582499999999996
A71,2021.0,3.0,8.0,3.0,-71.115,-59.9525
A71,2021.0,4.0,8.0,3.0,-70.296,-60.352
A71,2021.0,5.0,8.0,3.0,-69.4125,-60.58
A71,2021.0,6.0,7.0,3.0,-68.92,-60.25
A72,2021.0,1.0,11.0,4.0,-69.56,-60.8
A72,2021.0,2.0,9.0,3.75,-69.43,-60.72
A73,2021.0,1.0,9.0,5.0,-69.69,-60.51
A73,2021.0,2.0,9.0,5.0,-69.465,-60.205
A73,2021.0,3.0,5.0,4.0,-68.71,-59.99
A74,2021.0,3.0,30.0,18.0,-75.22,-25.85
A74,2021.0,4.0,30.0,18.0,-75.224,-26.008
A74,2021.0,5.0,30.0,18.0,-75.245,-26.4025
A74,2021.0,6.0,30.0,18.0,-75.25,-26.4725
A74,2021.0,7.0,30.0,18.0,-75.24,-26.786
A74,2021.0,8.0,30.0,18.0,-75.66666666666667,-28.626666666666665
A74,2021.0,9.0,30.0,18.0,-76.075,-30.1625
A74,2021.0,10.0,30.0,18.0,-76.67,-32.93
A74,2021.0,11.0,30.0,18.0,-77.2,-34.6975
A74,2021.0,12.0,30.0,18.0,-77.55,-36.294
A74,2022.0,1.0,30.0,18.0,-77.615,-37.66
A74,2022.0,2.0,30.0,18.0,-77.6075,-39.295
A74,2022.0,3.0,30.0,18.0,-77.2975,-41.9775
A74,2022.0,4.0,30.0,18.0,-76.96000000000001,-44.019999999999996
A74,2022.0,5.0,30.0,18.0,-76.74666666666667,-44.163333333333334
A74,2022.0,6.0,30.0,18.0,-76.9,-45.73
A74A,2022.0,6.0,30.0,18.0,-76.905,-45.89
A74A,2022.0,7.0,30.0,18.0,-76.884,-45.971999999999994
A74A,2022.0,8.0,30.0,18.0,-76.81,-46.709999999999994
A74B,2022.0,6.0,8.0,4.0,-76.75,-44.91
A74B,2022.0,7.0,8.0,4.0,-76.74600000000001,-44.984
A74B,2022.0,8.0,8.0,4.0,-76.67,-45.85
A75,2021.0,3.0,8.0,3.0,-74.13,-60.49
A75,2021.0,4.0,8.0,3.0,-73.352,-60.06
A75,2021.0,5.0,6.0,3.0,-72.12,-59.74
A76,2021.0,5.0,89.0,14.0,-75.25,-58.965
A76A,2021.0,5.0,73.0,14.0,-75.1,-59.43
A76A,2021.0,6.0,73.0,14.0,-75.06,-58.832499999999996
A76A,2021.0,7.0,73.0,14.0,-74.672,-58.99400000000001
A76A,2021.0,8.0,73.0,14.0,-74.13,-59.30666666666667
A76A,2021.0,9.0,73.0,14.0,-73.72999999999999,-59.325
A76A,2021.0,10.0,73.0,14.0,-73.056,-59.376
A76A,2021.0,11.0,73.0,14.0,-72.93,-59.269999999999996
A76A,2021.0,12.0,73.0,14.0,-72.642,-58.802
A76A,2022.0,1.0,73.0,14.0,-71.935,-57.8725
A76A,2022.0,2.0,73.0,14.0,-71.01,-56.4325
A76A,2022.0,3.0,73.0,14.0,-69.935,-56.1225
A76A,2022.0,4.0,73.0,14.0,-68.138,-55.827999999999996
A76A,2022.0,5.0,73.0,14.0,-66.49,-55.01
A76A,2022.0,6.0,73.0,14.0,-64.44200000000001,-53.568
A76A,2022.0,7.0,73.0,14.0,-63.424,-52.239999999999995
A76A,2022.0,8.0,73.0,14.0,-62.28,-53.45
A76B,2021.0,5.0,20.0,7.0,-75.09,-57.49
A76B,2021.0,6.0,20.0,7.0,-74.7975,-57.71
A76B,2021.0,7.0,20.0,7.0,-74.15,-59.318
A76B,2021.0,8.0,20.0,7.0,-73.94333333333333,-60.02333333333333
A76B,2021.0,9.0,20.0,7.0,-73.96,-60.21
A76B,2021.0,10.0,20.0,7.0,-73.876,-59.952
A76B,2021.0,11.0,20.0,7.0,-73.8725,-59.879999999999995
A76B,2021.0,12.0,20.0,7.0,-73.392,-59.364
A76B,2022.0,1.0,20.0,7.0,-73.025,-58.905
A76B,2022.0,2.0,20.0,7.0,-72.8275,-59.027499999999996
A76B,2022.0,3.0,20.0,7.0,-72.36500000000001,-58.8775
A76B,2022.0,4.0,20.0,7.0,-71.114,-59.553999999999995
A76B,2022.0,5.0,20.0,7.0,-70.35666666666667,-59.81
A76B,2022.0,6.0,20.0,7.0,-69.47,-59.908
A76B,2022.0,7.0,20.0,7.0,-68.742,-59.70399999999999
A76B,2022.0,8.0,20.0,7.0,-68.245,-59.935
A76C,2021.0,5.0,16.0,7.0,-75.57,-57.04
A76C,2021.0,6.0,16.0,7.0,-74.9175,-56.535
A76C,2021.0,7.0,16.0,7.0,-74.12,-57.029999999999994
A76C,2021.0,8.0,16.0,7.0,-73.07666666666667,-58.24333333333333
A76C,2021.0,9.0,16.0,7.0,-72.2675,-58.849999999999994
A76C,2021.0,10.0,16.0,7.0,-71.228,-59.54
A76C,2021.0,11.0,16.0,7.0,-70.6125,-59.9275
A76C,2021.0,12.0,16.0,7.0,-70.188,-60.134
A76C,2022.0,1.0,16.0,7.0,-70.0675,-59.9975
A76C,2022.0,2.0,16.0,7.0,-69.8325,-59.5525
A76C,2022.0,3.0,16.0,7.0,-69.5575,-59.6225
A76C,2022.0,4.0,16.0,7.0,-69.014,-60.086
A76C,2022.0,5.0,16.0,7.0,-68.96,-59.93666666666667
A76C,2022.0,6.0,16.0,7.0,-68.27000000000001,-59.458000000000006
A76C,2022.0,7.0,16.0,7.0,-67.59200000000001,-59.31
A76C,2022.0,8.0,16.0,7.0,-66.965,-59.235
A77,2021.0,8.0,27.0,4.0,-71.0,-13.04
A77,2021.0,9.0,27.0,4.0,-72.275,-18.7675
A77,2021.0,10.0,27.0,4.0,-73.602,-25.351999999999997
A77,2021.0,11.0,27.0,4.0,-74.2975,-26.9125
A77,2021.0,12.0,27.0,4.0,-74.65599999999999,-26.3
A77,2022.0,1.0,27.0,4.0,-74.745,-26.5575
A77,2022.0,2.0,27.0,4.0,-74.835,-28.0175
A77,2022.0,3.0,27.0,4.0,-74.83,-27.91
A77,2022.0,4.0,27.0,4.0,-75.462,-29.822000000000003
A77,2022.0,5.0,27.0,4.0,-75.95,-30.906666666666666
A77,2022.0,6.0,27.0,4.0,-76.864,-33.11
A77,2022.0,7.0,27.0,4.0,-77.034,-35.334
A77,2022.0,8.0,27.0,4.0,-77.41,-36.545
A78,2021.0,8.0,18.0,4.0,-70.35,-4.03
A78,2021.0,9.0,18.0,4.0,-70.2525,-4.375
A78,2021.0,10.0,18.0,4.0,-70.238,-4.194
A78,2021.0,11.0,18.0,4.0,-70.14,-4.865
A78,2021.0,12.0,18.0,4.0,-70.364,-8.879999999999999
A78,2022.0,1.0,18.0,4.0,-71.1025,-13.045
A78,2022.0,2.0,18.0,4.0,-72.86500000000001,-20.98
A78,2022.0,3.0,18.0,4.0,-73.3425,-27.195
A78,2022.0,4.0,18.0,4.0,-73.12,-31.384000000000004
A78,2022.0,5.0,18.0,4.0,-72.59666666666666,-34.343333333333334
A78,2022.0,6.0,18.0,4.0,-72.578,-38.263999999999996
A78,2022.0,7.0,18.0,4.0,-71.822,-41.558
A78,2022.0,8.0,18.0,4.0,-71.35499999999999,-43.385000000000005
A79,2022.0,3.0,9.5,3.0,-71.1375,-60.4925
A79,2022.0,4.0,9.5,3.0,-71.144,-60.498000000000005
A79,2022.0,5.0,9.5,3.0,-71.08666666666666,-60.47666666666667
A79,2022.0,6.0,4.0,3.0,-71.02,-60.46
B09B,2019.0,8.0,27.0,9.0,-66.26,143.34
B09B,2019.0,9.0,27.0,9.0,-66.26,143.34
B09B,2019.0,10.0,27.0,9.0,-66.26,143.34
B09B,2019.0,11.0,27.0,9.0,-66.26,143.34
B09B,2019.0,12.0,27.0,9.0,-66.26,143.34
B09B,2020.0,11.0,27.0,9.0,-66.22,143.14
B09B,2020.0,12.0,25.2,8.4,-66.268,143.308
B09B,2021.0,1.0,24.0,8.0,-66.2575,143.3875
B09B,2021.0,2.0,24.0,8.0,-66.2675,143.43
B09B,2021.0,3.0,24.0,8.0,-66.2775,143.43
B09B,2021.0,4.0,24.0,8.0,-66.27,143.4
B09B,2021.0,5.0,24.0,8.0,-66.27,143.4
B09B,2021.0,6.0,24.0,8.0,-66.27,143.4
B09B,2021.0,7.0,24.0,8.0,-66.27,143.4
B09B,2021.0,8.0,24.0,8.0,-66.27,143.4
B09B,2021.0,9.0,24.0,8.0,-66.27,143.4
B09B,2021.0,10.0,24.0,8.0,-66.27,143.4
B09B,2021.0,11.0,24.0,8.0,-66.27,143.4
B09B,2021.0,12.0,24.0,8.0,-66.25800000000001,143.404
B09B,2022.0,1.0,24.0,8.0,-66.22999999999999,143.45
B09B,2022.0,2.0,24.0,8.0,-66.22,143.4525
B09B,2022.0,3.0,24.0,8.0,-66.22,143.46
B09B,2022.0,4.0,24.0,8.0,-66.2,143.428
B09B,2022.0,5.0,24.0,8.0,-66.2,143.41333333333333
B09B,2022.0,6.0,24.0,8.0,-66.20599999999999,143.414
B09B,2022.0,7.0,24.0,8.0,-66.19800000000001,143.434
B09B,2022.0,8.0,24.0,8.0,-66.2,143.405
B09G,2019.0,8.0,12.0,7.0,-67.96,41.71
B09G,2019.0,9.0,12.0,7.0,-67.96,41.71
B09G,2019.0,10.0,12.0,7.0,-67.96,41.71
B09G,2019.0,11.0,12.0,7.0,-67.96,41.71
B09G,2019.0,12.0,12.0,7.0,-67.96,41.71
B09G,2020.0,11.0,12.0,7.0,-67.96,41.693333333333335
B09G,2020.0,12.0,11.4,7.0,-67.96,41.68
B09G,2021.0,1.0,11.0,7.0,-67.96249999999999,41.685
B09G,2021.0,2.0,11.0,7.0,-67.9775,41.7
B09G,2021.0,3.0,11.0,7.0,-68.14500000000001,41.81
B09G,2021.0,4.0,11.0,7.0,-68.19800000000001,41.814
B09G,2021.0,5.0,11.0,7.0,-68.2,41.81
B09G,2021.0,6.0,11.0,7.0,-68.2,41.802499999999995
B09G,2021.0,7.0,11.0,7.0,-68.2,41.8
B09G,2021.0,8.0,11.0,7.0,-68.19,41.82333333333333
B09G,2021.0,9.0,11.0,7.0,-68.19,41.82
B09G,2021.0,10.0,11.0,7.0,-68.19,41.82
B09G,2021.0,11.0,11.0,7.0,-68.19,41.82
B09G,2021.0,12.0,11.0,7.0,-68.19,41.82
B09G,2022.0,1.0,11.0,7.0,-68.19,41.82
B09G,2022.0,2.0,11.0,7.0,-68.19,41.82
B09G,2022.0,3.0,11.0,7.0,-68.19,41.815
B09G,2022.0,4.0,11.0,7.0,-68.2,41.791999999999994
B09G,2022.0,5.0,11.0,7.0,-68.17666666666666,41.82666666666666
B09G,2022.0,6.0,11.0,7.0,-68.152,41.86
B09G,2022.0,7.0,11.0,7.0,-68.158,41.85
B09G,2022.0,8.0,11.0,7.0,-68.17,41.82
B09I,2019.0,8.0,12.0,6.0,-64.64999999999999,60.699999999999996
B09I,2019.0,9.0,12.0,6.0,-64.9025,57.7975
B09I,2019.0,10.0,12.0,6.0,-65.345,53.597500000000004
B09I,2019.0,11.0,12.0,6.0,-66.17,49.462
B09I,2019.0,12.0,12.0,6.0,-67.2225,44.0
B09I,2020.0,11.0,12.0,6.0,-70.93333333333334,-37.65333333333333
B09I,2020.0,12.0,12.0,6.0,-70.758,-39.634
B09I,2021.0,1.0,12.0,6.0,-70.74249999999999,-40.5275
B09I,2021.0,2.0,12.0,6.0,-70.25,-42.2425
B09I,2021.0,3.0,12.0,6.0,-69.7,-43.6325
B09I,2021.0,4.0,12.0,6.0,-68.83,-45.172000000000004
B09I,2021.0,5.0,12.0,6.0,-67.055,-44.81
B09I,2021.0,6.0,12.0,6.0,-65.82,-45.2975
B09I,2021.0,7.0,12.0,6.0,-64.666,-45.074
B09I,2021.0,8.0,12.0,6.0,-63.75666666666666,-41.56333333333333
B09I,2021.0,9.0,12.0,6.0,-62.269999999999996,-38.4325
B09I,2021.0,10.0,12.0,6.0,-60.782,-34.956
B09I,2021.0,11.0,12.0,6.0,-59.957499999999996,-33.335
B09I,2021.0,12.0,12.0,6.0,-58.589999999999996,-31.474
B09I,2022.0,1.0,12.0,6.0,-57.160000000000004,-29.1975
B09I,2022.0,2.0,12.0,6.0,-56.0025,-29.77
B09I,2022.0,3.0,12.0,6.0,-54.9275,-29.052500000000002
B09I,2022.0,4.0,12.0,6.0,-55.05799999999999,-27.532
B09I,2022.0,5.0,12.0,6.0,-57.59666666666667,-23.59
B09I,2022.0,6.0,7.8,3.0,-57.0,-22.509999999999998
B15AA,2019.0,8.0,11.0,6.0,-60.20333333333334,-37.723333333333336
B15AA,2019.0,9.0,11.0,6.0,-59.59,-36.6275
B15AA,2019.0,10.0,11.0,6.0,-58.5,-36.5375
B15AA,2019.0,11.0,11.0,6.0,-58.14200000000001,-34.768
B15AA,2019.0,12.0,11.0,6.0,-57.504999999999995,-32.64
B15AB,2019.0,8.0,11.0,4.0,-66.01,51.13
B15AB,2019.0,9.0,11.0,4.0,-66.01,51.125
B15AB,2019.0,10.0,11.0,4.0,-66.01,51.12
B15AB,2019.0,11.0,11.0,4.0,-66.01,51.12
B15AB,2019.0,12.0,11.0,4.0,-66.01,51.12
B15AB,2020.0,11.0,11.0,4.0,-66.03,51.06
B15AB,2020.0,12.0,11.0,4.0,-66.03,51.06
B15AB,2021.0,1.0,11.0,4.0,-66.03,51.06
B15AB,2021.0,2.0,11.0,4.0,-66.035,51.0675
B15AB,2021.0,3.0,11.0,4.0,-66.0275,51.0775
B15AB,2021.0,4.0,11.0,4.0,-66.04,51.05
B15AB,2021.0,5.0,11.0,4.0,-66.07,50.9675
B15AB,2021.0,6.0,11.0,4.0,-66.08,50.94
B15AB,2021.0,7.0,11.0,4.0,-66.08,50.94
B15AB,2021.0,8.0,11.0,4.0,-66.06666666666666,50.94333333333333
B15AB,2021.0,9.0,11.0,4.0,-65.82249999999999,50.955
B15AB,2021.0,10.0,11.0,4.0,-65.978,50.815999999999995
B15AB,2021.0,11.0,11.0,4.0,-66.09,50.59
B15AB,2021.0,12.0,11.0,4.0,-66.08,50.59
B15AB,2022.0,1.0,11.0,4.0,-66.08,50.59
B15AB,2022.0,2.0,11.0,4.0,-66.08,50.59
B15AB,2022.0,3.0,11.0,4.0,-66.08,50.59
B15AB,2022.0,4.0,11.0,4.0,-66.08,50.59
B15AB,2022.0,5.0,11.0,4.0,-66.08,50.59
B15AB,2022.0,6.0,11.0,4.0,-66.08,50.598
B15AB,2022.0,7.0,11.0,4.0,-66.076,50.588
B15AB,2022.0,8.0,11.0,4.0,-66.08,50.59
B16,2019.0,8.0,16.0,6.0,-58.24,-40.14666666666667
B16,2019.0,9.0,16.0,6.0,-56.32,-37.6225
B16,2019.0,10.0,16.0,6.0,-57.144999999999996,-31.9625
B16,2019.0,11.0,16.0,6.0,-54.838,-31.195999999999998
B16,2019.0,12.0,16.0,6.0,-54.4075,-29.9425
B22A,2019.0,8.0,44.0,24.0,-74.01,-109.21
B22A,2019.0,9.0,44.0,24.0,-74.01,-109.21
B22A,2019.0,10.0,44.0,24.0,-74.01,-109.21
B22A,2019.0,11.0,44.0,24.0,-74.006,-109.21399999999998
B22A,2019.0,12.0,44.0,24.0,-73.995,-109.24000000000001
B22A,2020.0,11.0,44.0,24.0,-73.95,-109.34999999999998
B22A,2020.0,12.0,40.4,24.0,-73.934,-109.352
